Indicador;Nível Territorial;Abertura Territorial;Variável de abertura 1;Categoria de abertura 1;Variável de abertura 2;Categoria de abertura 2;Maio;Junho;Situação Maio para Junho;Julho;Situação Junho para Julho;Agosto;Situação Julho para Agosto;Setembro;Situação Agosto para Setembro;Outubro;Situação Setembro para Outubro;Novembro;Situação Outubro para Novembro
Percentual de pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus no total da população (%);Unidade da Federação;Paraíba;Rendimento real domiciliar per capita efetivamente recebido;1 a menos de 2 Salários Mínimos;-;-;0,0;0,0;-;10,9;-;13,9;-;14,6;-;16,4;-;18,4;-
Percentual de pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus no total da população (%);Unidade da Federação;Paraíba;Rendimento real domiciliar per capita efetivamente recebido;2 a menos de 4 Salários Mínimos;-;-;0,0;0,0;-;17,1;-;17,8;-;18,5;-;23,6;-;29,2;-
Percentual de pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus no total da população (%);Unidade da Federação;Paraíba;Rendimento real domiciliar per capita efetivamente recebido;4 ou mais Salários Mínimos;-;-;0,0;0,0;-;18,9;-;29,5;-;23,2;-;27,1;-;31,4;-
CV - Percentual de pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus no total da população (%);Unidade da Federação;Paraíba;Sexo;Total;-;-;0,0;0,0;-;5,7;-;5,6;-;4,9;-;4,6;-;4,7;-
CV - Percentual de pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus no total da população (%);Unidade da Federação;Paraíba;Sexo;Homem;-;-;0,0;0,0;-;7,2;-;6,7;-;6,2;-;5,6;-;5,7;-
CV - Percentual de pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus no total da população (%);Unidade da Federação;Paraíba;Sexo;Mulher;-;-;0,0;0,0;-;6,4;-;6,0;-;5,2;-;5,1;-;5,0;-
CV - Percentual de pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus no total da população (%);Unidade da Federação;Paraíba;Grupos de Idade;Total;-;-;0,0;0,0;-;5,7;-;5,6;-;4,9;-;4,6;-;4,7;-
CV - Percentual de pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus no total da população (%);Unidade da Federação;Paraíba;Grupos de Idade;0 a 9 anos;-;-;0,0;0,0;-;23,9;-;21,4;-;19,3;-;19,1;-;17,4;-
CV - Percentual de pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus no total da população (%);Unidade da Federação;Paraíba;Grupos de Idade;10 a 19 anos;-;-;0,0;0,0;-;18,1;-;16,5;-;15,5;-;13,6;-;12,9;-
CV - Percentual de pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus no total da população (%);Unidade da Federação;Paraíba;Grupos de Idade;20 a 29 anos;-;-;0,0;0,0;-;11,3;-;10,3;-;9,4;-;8,3;-;8,3;-
CV - Percentual de pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus no total da população (%);Unidade da Federação;Paraíba;Grupos de Idade;30 a 59 anos;-;-;0,0;0,0;-;6,1;-;6,3;-;5,4;-;5,2;-;4,9;-
CV - Percentual de pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus no total da população (%);Unidade da Federação;Paraíba;Grupos de Idade;60 anos ou mais;-;-;0,0;0,0;-;13,0;-;10,8;-;9,9;-;9,0;-;8,9;-
CV - Percentual de pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus no total da população (%);Unidade da Federação;Paraíba;Grupos de Idade 2;Total ;-;-;0,0;0,0;-;5,7;-;5,6;-;4,9;-;4,6;-;4,7;-
CV - Percentual de pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus no total da população (%);Unidade da Federação;Paraíba;Grupos de Idade 2;0 a 59 anos ;-;-;0,0;0,0;-;6,0;-;6,0;-;5,3;-;5,0;-;4,9;-
CV - Percentual de pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus no total da população (%);Unidade da Federação;Paraíba;Grupos de Idade 2;60 anos ou mais ;-;-;0,0;0,0;-;13,0;-;10,8;-;9,9;-;9,0;-;8,9;-
CV - Percentual de pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus no total da população (%);Unidade da Federação;Paraíba;Cor ou Raça;Total4;-;-;0,0;0,0;-;5,7;-;5,6;-;4,9;-;4,6;-;4,7;-
CV - Percentual de pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus no total da população (%);Unidade da Federação;Paraíba;Cor ou Raça;Branca;-;-;0,0;0,0;-;7,7;-;8,1;-;7,0;-;6,7;-;6,4;-
CV - Percentual de pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus no total da população (%);Unidade da Federação;Paraíba;Cor ou Raça;Preta ou parda;-;-;0,0;0,0;-;7,5;-;6,5;-;5,7;-;5,5;-;5,3;-
CV - Percentual de pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus no total da população (%);Unidade da Federação;Paraíba;Nível de instrução;Total;-;-;0,0;0,0;-;5,7;-;5,6;-;4,9;-;4,6;-;4,7;-
CV - Percentual de pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus no total da população (%);Unidade da Federação;Paraíba;Nível de instrução;Sem instrução ao fundamental incompleto;-;-;0,0;0,0;-;10,2;-;8,2;-;7,3;-;7,0;-;6,8;-
CV - Percentual de pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus no total da população (%);Unidade da Federação;Paraíba;Nível de instrução;Fundamental completo ao médio incompleto;-;-;0,0;0,0;-;13,9;-;11,8;-;12,2;-;10,8;-;10,3;-
CV - Percentual de pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus no total da população (%);Unidade da Federação;Paraíba;Nível de instrução;Médio completo ao superior incompleto;-;-;0,0;0,0;-;8,2;-;7,5;-;6,5;-;6,3;-;6,1;-
CV - Percentual de pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus no total da população (%);Unidade da Federação;Paraíba;Nível de instrução;Superior completo ou pós-graduação;-;-;0,0;0,0;-;8,3;-;7,8;-;7,2;-;7,1;-;6,7;-
CV - Percentual de pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus no total da população (%);Unidade da Federação;Paraíba;Rendimento real domiciliar per capita efetivamente recebido;Menos de 1/2 Salário Mínimo;-;-;0,0;0,0;-;14,7;-;11,6;-;9,6;-;8,6;-;8,0;-
CV - Percentual de pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus no total da população (%);Unidade da Federação;Paraíba;Rendimento real domiciliar per capita efetivamente recebido;1/2 a menos de 1 Salário Mínimo;-;-;0,0;0,0;-;8,9;-;8,6;-;7,5;-;7,6;-;7,4;-
CV - Percentual de pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus no total da população (%);Unidade da Federação;Paraíba;Rendimento real domiciliar per capita efetivamente recebido;1 a menos de 2 Salários Mínimos;-;-;0,0;0,0;-;8,8;-;8,4;-;8,4;-;7,4;-;7,6;-
CV - Percentual de pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus no total da população (%);Unidade da Federação;Paraíba;Rendimento real domiciliar per capita efetivamente recebido;2 a menos de 4 Salários Mínimos;-;-;0,0;0,0;-;14,4;-;12,7;-;12,4;-;10,3;-;10,1;-
CV - Percentual de pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus no total da população (%);Unidade da Federação;Paraíba;Rendimento real domiciliar per capita efetivamente recebido;4 ou mais Salários Mínimos;-;-;0,0;0,0;-;17,5;-;13,8;-;14,3;-;11,7;-;11,7;-
Pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo (mil pessoas) ;Unidade da Federação;Paraíba;Sexo;Total;-;-; -   ; -   ;-;   74 ;-;   92 ;Aumento;   94 ;Estável;   112 ;Aumento;   123 ;Aumento
Pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo (mil pessoas) ;Unidade da Federação;Paraíba;Sexo;Homem;-;-; -   ; -   ;-;   35 ;-;   42 ;-;   40 ;-;   50 ;-;   57 ;-
Pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo (mil pessoas) ;Unidade da Federação;Paraíba;Sexo;Mulher;-;-; -   ; -   ;-;   38 ;-;   51 ;-;   54 ;-;   62 ;-;   66 ;-
Pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo (mil pessoas) ;Unidade da Federação;Paraíba;Grupos de Idade 2;Total ;-;-; -   ; -   ;-;   74 ;-;   92 ;-;   94 ;-;   112 ;-;   123 ;-
Pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo (mil pessoas) ;Unidade da Federação;Paraíba;Grupos de Idade 2;0 a 59 anos ;-;-; -   ; -   ;-;   64 ;-;   80 ;-;   81 ;-;   99 ;-;   110 ;-
Pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo (mil pessoas) ;Unidade da Federação;Paraíba;Grupos de Idade 2;60 anos ou mais ;-;-; -   ; -   ;-;   10 ;-;   12 ;-;   13 ;-;   13 ;-;   13 ;-
Pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo (mil pessoas) ;Unidade da Federação;Paraíba;Cor ou Raça;Total4;-;-; -   ; -   ;-;   74 ;-;   92 ;-;   94 ;-;   112 ;-;   123 ;-
Pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo (mil pessoas) ;Unidade da Federação;Paraíba;Cor ou Raça;Branca;-;-; -   ; -   ;-;   29 ;-;   35 ;-;   33 ;-;   37 ;-;   44 ;-
Pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo (mil pessoas) ;Unidade da Federação;Paraíba;Cor ou Raça;Preta ou parda;-;-; -   ; -   ;-;   45 ;-;   56 ;-;   62 ;-;   74 ;-;   79 ;-
Pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo (mil pessoas) ;Unidade da Federação;Paraíba;Nível de instrução;Total;-;-; -   ; -   ;-;   74 ;-;   92 ;-;   94 ;-;   112 ;-;   123 ;-
Pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo (mil pessoas) ;Unidade da Federação;Paraíba;Nível de instrução;Sem instrução ao fundamental incompleto;-;-; -   ; -   ;-;   21 ;-;   26 ;-;   27 ;-;   31 ;-;   32 ;-
Pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo (mil pessoas) ;Unidade da Federação;Paraíba;Nível de instrução;Fundamental completo ao médio incompleto;-;-; -   ; -   ;-;   9 ;-;   12 ;-;   13 ;-;   16 ;-;   17 ;-
Pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo (mil pessoas) ;Unidade da Federação;Paraíba;Nível de instrução;Médio completo ao superior incompleto;-;-; -   ; -   ;-;   28 ;-;   34 ;-;   34 ;-;   43 ;-;   47 ;-
Pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo (mil pessoas) ;Unidade da Federação;Paraíba;Nível de instrução;Superior completo ou pós-graduação;-;-; -   ; -   ;-;   16 ;-;   20 ;-;   20 ;-;   23 ;-;   28 ;-
Pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo (mil pessoas) ;Unidade da Federação;Paraíba;Rendimento real domiciliar per capita efetivamente recebido;Menos de 1/2 Salário Mínimo;-;-; -   ; -   ;-;   14 ;-;   11 ;-;   14 ;-;   24 ;-;   30 ;-
Pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo (mil pessoas) ;Unidade da Federação;Paraíba;Rendimento real domiciliar per capita efetivamente recebido;1/2 a menos de 1 Salário Mínimo;-;-; -   ; -   ;-;   26 ;-;   41 ;-;   35 ;-;   38 ;-;   44 ;-
Pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo (mil pessoas) ;Unidade da Federação;Paraíba;Rendimento real domiciliar per capita efetivamente recebido;1 a menos de 2 Salários Mínimos;-;-; -   ; -   ;-;   22 ;-;   25 ;-;   33 ;-;   37 ;-;   33 ;-
Pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo (mil pessoas) ;Unidade da Federação;Paraíba;Rendimento real domiciliar per capita efetivamente recebido;2 a menos de 4 Salários Mínimos;-;-; -   ; -   ;-;   8 ;-;   10 ;-;   10 ;-;   10 ;-;   12 ;-
Pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo (mil pessoas) ;Unidade da Federação;Paraíba;Rendimento real domiciliar per capita efetivamente recebido;4 ou mais Salários Mínimos;-;-; -   ; -   ;-;   3 ;-;   5 ;-;   2 ;-;   4 ;-;   4 ;-
CV - Pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo (%) ;Unidade da Federação;Paraíba;Sexo;Total;-;-;0,0;0,0;-;11,4;-;10,5;-;10,5;-;9,8;-;9,5;-
CV - Pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo (%) ;Unidade da Federação;Paraíba;Sexo;Homem;-;-;0,0;0,0;-;13,3;-;12,4;-;12,9;-;12,1;-;10,8;-
CV - Pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo (%) ;Unidade da Federação;Paraíba;Sexo;Mulher;-;-;0,0;0,0;-;12,9;-;11,7;-;11,4;-;10,7;-;10,7;-
CV - Pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo (%) ;Unidade da Federação;Paraíba;Grupos de Idade 2;Total ;-;-;0,0;0,0;-;11,4;-;10,5;-;10,5;-;9,8;-;9,5;-
CV - Pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo (%) ;Unidade da Federação;Paraíba;Grupos de Idade 2;0 a 59 anos ;-;-;0,0;0,0;-;12,0;-;10,9;-;11,0;-;10,4;-;9,9;-
CV - Pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo (%) ;Unidade da Federação;Paraíba;Grupos de Idade 2;60 anos ou mais ;-;-;0,0;0,0;-;24,6;-;22,5;-;20,9;-;19,5;-;19,5;-
CV - Pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo (%) ;Unidade da Federação;Paraíba;Cor ou Raça;Total4;-;-;0,0;0,0;-;11,4;-;10,5;-;10,5;-;9,8;-;9,5;-
CV - Pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo (%) ;Unidade da Federação;Paraíba;Cor ou Raça;Branca;-;-;0,0;0,0;-;17,8;-;15,0;-;15,3;-;14,1;-;13,0;-
CV - Pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo (%) ;Unidade da Federação;Paraíba;Cor ou Raça;Preta ou parda;-;-;0,0;0,0;-;13,7;-;13,6;-;13,0;-;12,0;-;11,8;-
CV - Pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo (%) ;Unidade da Federação;Paraíba;Nível de instrução;Total;-;-;0,0;0,0;-;11,4;-;10,5;-;10,5;-;9,8;-;9,5;-
CV - Pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo (%) ;Unidade da Federação;Paraíba;Nível de instrução;Sem instrução ao fundamental incompleto;-;-;0,0;0,0;-;18,9;-;16,6;-;15,0;-;15,1;-;14,3;-
CV - Pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo (%) ;Unidade da Federação;Paraíba;Nível de instrução;Fundamental completo ao médio incompleto;-;-;0,0;0,0;-;32,5;-;26,8;-;25,8;-;23,3;-;22,9;-
CV - Pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo (%) ;Unidade da Federação;Paraíba;Nível de instrução;Médio completo ao superior incompleto;-;-;0,0;0,0;-;15,1;-;14,6;-;14,2;-;13,5;-;12,6;-
CV - Pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo (%) ;Unidade da Federação;Paraíba;Nível de instrução;Superior completo ou pós-graduação;-;-;0,0;0,0;-;20,2;-;17,8;-;17,4;-;15,7;-;14,2;-
CV - Pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo (%) ;Unidade da Federação;Paraíba;Rendimento real domiciliar per capita efetivamente recebido;Menos de 1/2 Salário Mínimo;-;-;0,0;0,0;-;32,6;-;25,4;-;21,9;-;19,9;-;17,8;-
CV - Pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo (%) ;Unidade da Federação;Paraíba;Rendimento real domiciliar per capita efetivamente recebido;1/2 a menos de 1 Salário Mínimo;-;-;0,0;0,0;-;19,9;-;17,6;-;19,3;-;17,2;-;15,7;-
CV - Pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo (%) ;Unidade da Federação;Paraíba;Rendimento real domiciliar per capita efetivamente recebido;1 a menos de 2 Salários Mínimos;-;-;0,0;0,0;-;17,8;-;19,0;-;17,4;-;16,6;-;18,3;-
CV - Pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo (%) ;Unidade da Federação;Paraíba;Rendimento real domiciliar per capita efetivamente recebido;2 a menos de 4 Salários Mínimos;-;-;0,0;0,0;-;26,0;-;23,8;-;23,3;-;24,8;-;22,1;-
CV - Pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo (%) ;Unidade da Federação;Paraíba;Rendimento real domiciliar per capita efetivamente recebido;4 ou mais Salários Mínimos;-;-;0,0;0,0;-;44,6;-;34,4;-;41,6;-;39,7;-;33,5;-
Distribuição das pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo, no total de pessoas que testaram positivo  (%) ;Unidade da Federação;Paraíba;Sexo;Total;-;-;0,0;0,0;-;100,0;-;100,0;-;100,0;-;100,0;-;100,0;-
Distribuição das pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo, no total de pessoas que testaram positivo  (%) ;Unidade da Federação;Paraíba;Sexo;Homem;-;-;0,0;0,0;-;47,8;-;45,2;-;42,6;-;44,5;-;46,4;-
Distribuição das pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo, no total de pessoas que testaram positivo  (%) ;Unidade da Federação;Paraíba;Sexo;Mulher;-;-;0,0;0,0;-;52,2;-;54,8;-;57,4;-;55,5;-;53,6;-
Distribuição das pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo, no total de pessoas que testaram positivo  (%) ;Unidade da Federação;Paraíba;Grupos de Idade 2;Total ;-;-;0,0;0,0;-;100,0;-;100,0;-;100,0;-;100,0;-;100,0;-
Distribuição das pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo, no total de pessoas que testaram positivo  (%) ;Unidade da Federação;Paraíba;Grupos de Idade 2;0 a 59 anos ;-;-;0,0;0,0;-;86,8;-;86,6;-;86,0;-;88,4;-;89,2;-
Distribuição das pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo, no total de pessoas que testaram positivo  (%) ;Unidade da Federação;Paraíba;Grupos de Idade 2;60 anos ou mais ;-;-;0,0;0,0;-;13,2;-;13,4;-;14,0;-;11,6;-;10,8;-
Distribuição das pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo, no total de pessoas que testaram positivo  (%) ;Unidade da Federação;Paraíba;Cor ou Raça;Total4;-;-;0,0;0,0;-;100,0;-;100,0;-;100,0;-;100,0;-;100,0;-
Distribuição das pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo, no total de pessoas que testaram positivo  (%) ;Unidade da Federação;Paraíba;Cor ou Raça;Branca;-;-;0,0;0,0;-;39,3;-;38,0;-;34,8;-;33,0;-;35,3;-
Distribuição das pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo, no total de pessoas que testaram positivo  (%) ;Unidade da Federação;Paraíba;Cor ou Raça;Preta ou parda;-;-;0,0;0,0;-;60,7;-;60,9;-;65,2;-;65,7;-;63,9;-
Distribuição das pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo, no total de pessoas que testaram positivo  (%) ;Unidade da Federação;Paraíba;Nível de instrução;Total;-;-;0,0;0,0;-;100,0;-;100,0;-;100,0;-;100,0;-;100,0;-
Distribuição das pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo, no total de pessoas que testaram positivo  (%) ;Unidade da Federação;Paraíba;Nível de instrução;Sem instrução ao fundamental incompleto;-;-;0,0;0,0;-;27,9;-;28,0;-;28,6;-;27,4;-;25,7;-
Distribuição das pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo, no total de pessoas que testaram positivo  (%) ;Unidade da Federação;Paraíba;Nível de instrução;Fundamental completo ao médio incompleto;-;-;0,0;0,0;-;12,2;-;13,5;-;13,9;-;14,1;-;13,6;-
Distribuição das pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo, no total de pessoas que testaram positivo  (%) ;Unidade da Federação;Paraíba;Nível de instrução;Médio completo ao superior incompleto;-;-;0,0;0,0;-;38,3;-;36,5;-;36,2;-;38,2;-;38,0;-
Distribuição das pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo, no total de pessoas que testaram positivo  (%) ;Unidade da Federação;Paraíba;Nível de instrução;Superior completo ou pós-graduação;-;-;0,0;0,0;-;21,6;-;22,0;-;21,4;-;20,4;-;22,7;-
Distribuição das pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo, no total de pessoas que testaram positivo  (%) ;Unidade da Federação;Paraíba;Rendimento real domiciliar per capita efetivamente recebido;Menos de 1/2 Salário Mínimo;-;-;0,0;0,0;-;18,8;-;11,8;-;14,8;-;21,3;-;24,6;-
Distribuição das pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo, no total de pessoas que testaram positivo  (%) ;Unidade da Federação;Paraíba;Rendimento real domiciliar per capita efetivamente recebido;1/2 a menos de 1 Salário Mínimo;-;-;0,0;0,0;-;36,0;-;44,6;-;37,4;-;33,8;-;35,3;-
Distribuição das pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo, no total de pessoas que testaram positivo  (%) ;Unidade da Federação;Paraíba;Rendimento real domiciliar per capita efetivamente recebido;1 a menos de 2 Salários Mínimos;-;-;0,0;0,0;-;30,3;-;27,4;-;34,8;-;33,1;-;26,6;-
Distribuição das pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo, no total de pessoas que testaram positivo  (%) ;Unidade da Federação;Paraíba;Rendimento real domiciliar per capita efetivamente recebido;2 a menos de 4 Salários Mínimos;-;-;0,0;0,0;-;10,3;-;10,9;-;10,7;-;8,7;-;9,9;-
Distribuição das pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo, no total de pessoas que testaram positivo  (%) ;Unidade da Federação;Paraíba;Rendimento real domiciliar per capita efetivamente recebido;4 ou mais Salários Mínimos;-;-;0,0;0,0;-;4,6;-;5,3;-;2,2;-;3,2;-;3,6;-
CV - Distribuição das pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo, no total de pessoas que testaram positivo  (%) ;Unidade da Federação;Paraíba;Sexo;Total;-;-;0,0;0,0;-;0,0;-;0,0;-;0,0;-;0,0;-;0,0;-
CV - Distribuição das pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo, no total de pessoas que testaram positivo  (%) ;Unidade da Federação;Paraíba;Sexo;Homem;-;-;0,0;0,0;-;6,7;-;6,5;-;6,9;-;6,4;-;5,5;-
CV - Distribuição das pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo, no total de pessoas que testaram positivo  (%) ;Unidade da Federação;Paraíba;Sexo;Mulher;-;-;0,0;0,0;-;6,1;-;5,4;-;5,1;-;5,1;-;4,7;-
CV - Distribuição das pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo, no total de pessoas que testaram positivo  (%) ;Unidade da Federação;Paraíba;Grupos de Idade 2;Total ;-;-;0,0;0,0;-;0,0;-;0,0;-;0,0;-;0,0;-;0,0;-
CV - Distribuição das pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo, no total de pessoas que testaram positivo  (%) ;Unidade da Federação;Paraíba;Grupos de Idade 2;0 a 59 anos ;-;-;0,0;0,0;-;3,3;-;3,1;-;3,0;-;2,4;-;2,2;-
CV - Distribuição das pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo, no total de pessoas que testaram positivo  (%) ;Unidade da Federação;Paraíba;Grupos de Idade 2;60 anos ou mais ;-;-;0,0;0,0;-;21,9;-;19,8;-;18,1;-;18,0;-;17,8;-
CV - Distribuição das pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo, no total de pessoas que testaram positivo  (%) ;Unidade da Federação;Paraíba;Cor ou Raça;Total4;-;-;0,0;0,0;-;0,0;-;0,0;-;0,0;-;0,0;-;0,0;-
CV - Distribuição das pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo, no total de pessoas que testaram positivo  (%) ;Unidade da Federação;Paraíba;Cor ou Raça;Branca;-;-;0,0;0,0;-;12,8;-;11,8;-;12,3;-;11,2;-;10,3;-
CV - Distribuição das pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo, no total de pessoas que testaram positivo  (%) ;Unidade da Federação;Paraíba;Cor ou Raça;Preta ou parda;-;-;0,0;0,0;-;8,3;-;7,7;-;6,6;-;5,9;-;5,7;-
CV - Distribuição das pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo, no total de pessoas que testaram positivo  (%) ;Unidade da Federação;Paraíba;Nível de instrução;Total;-;-;0,0;0,0;-;0,0;-;0,0;-;0,0;-;0,0;-;0,0;-
CV - Distribuição das pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo, no total de pessoas que testaram positivo  (%) ;Unidade da Federação;Paraíba;Nível de instrução;Sem instrução ao fundamental incompleto;-;-;0,0;0,0;-;15,2;-;13,6;-;12,5;-;12,5;-;11,9;-
CV - Distribuição das pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo, no total de pessoas que testaram positivo  (%) ;Unidade da Federação;Paraíba;Nível de instrução;Fundamental completo ao médio incompleto;-;-;0,0;0,0;-;28,5;-;22,2;-;20,7;-;18,4;-;18,3;-
CV - Distribuição das pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo, no total de pessoas que testaram positivo  (%) ;Unidade da Federação;Paraíba;Nível de instrução;Médio completo ao superior incompleto;-;-;0,0;0,0;-;10,6;-;9,4;-;8,8;-;9,2;-;8,3;-
CV - Distribuição das pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo, no total de pessoas que testaram positivo  (%) ;Unidade da Federação;Paraíba;Nível de instrução;Superior completo ou pós-graduação;-;-;0,0;0,0;-;17,5;-;16,7;-;15,6;-;13,9;-;11,9;-
CV - Distribuição das pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo, no total de pessoas que testaram positivo  (%) ;Unidade da Federação;Paraíba;Rendimento real domiciliar per capita efetivamente recebido;Menos de 1/2 Salário Mínimo;-;-;0,0;0,0;-;28,6;-;25,5;-;21,7;-;17,5;-;15,4;-
