Indicador;Nível Territorial;Abertura Territorial;Variável de abertura 1;Categoria de abertura 1;Variável de abertura 2;Categoria de abertura 2;Maio;Junho;Situação Maio para Junho;Julho;Situação Junho para Julho;Agosto;Situação Julho para Agosto;Setembro;Situação Agosto para Setembro;Outubro;Situação Setembro para Outubro;Novembro;Situação Outubro para Novembro
Percentual de pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo, no total da população (%) ;Grande Região;Nordeste;Grupos de Idade;30 a 59 anos;-;-;0,0;0,0;-;2,4;-;3,1;-;3,7;-;4,1;-;4,6;-
Percentual de pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo, no total da população (%) ;Grande Região;Nordeste;Grupos de Idade;60 anos ou mais;-;-;0,0;0,0;-;1,6;-;2,2;-;2,3;-;2,6;-;2,8;-
Percentual de pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo, no total da população (%) ;Grande Região;Nordeste;Grupos de Idade 2;Total ;-;-;0,0;0,0;-;1,6;-;2,1;-;2,4;-;2,8;-;3,1;-
Percentual de pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo, no total da população (%) ;Grande Região;Nordeste;Grupos de Idade 2;0 a 59 anos ;-;-;0,0;0,0;-;1,6;-;2,1;-;2,5;-;2,8;-;3,2;-
Percentual de pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo, no total da população (%) ;Grande Região;Nordeste;Grupos de Idade 2;60 anos ou mais ;-;-;0,0;0,0;-;1,6;-;2,2;-;2,3;-;2,6;-;2,8;-
Percentual de pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo, no total da população (%) ;Grande Região;Nordeste;Cor ou Raça;Total4;-;-;0,0;0,0;-;1,6;-;2,1;-;2,4;-;2,8;-;3,1;-
Percentual de pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo, no total da população (%) ;Grande Região;Nordeste;Cor ou Raça;Branca;-;-;0,0;0,0;-;1,8;-;2,2;-;2,4;-;2,8;-;3,2;-
Percentual de pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo, no total da população (%) ;Grande Região;Nordeste;Cor ou Raça;Preta ou parda;-;-;0,0;0,0;-;1,6;-;2,1;-;2,5;-;2,8;-;3,1;-
Percentual de pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo, no total da população (%) ;Grande Região;Nordeste;Nível de instrução;Total;-;-;0,0;0,0;-;1,6;-;2,1;-;2,4;-;2,8;-;3,1;-
Percentual de pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo, no total da população (%) ;Grande Região;Nordeste;Nível de instrução;Sem instrução ao fundamental incompleto;-;-;0,0;0,0;-;0,8;-;1,2;-;1,4;-;1,6;-;1,7;-
Percentual de pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo, no total da população (%) ;Grande Região;Nordeste;Nível de instrução;Fundamental completo ao médio incompleto;-;-;0,0;0,0;-;1,4;-;1,8;-;2,2;-;2,4;-;2,6;-
Percentual de pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo, no total da população (%) ;Grande Região;Nordeste;Nível de instrução;Médio completo ao superior incompleto;-;-;0,0;0,0;-;2,3;-;2,9;-;3,5;-;3,9;-;4,4;-
Percentual de pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo, no total da população (%) ;Grande Região;Nordeste;Nível de instrução;Superior completo ou pós-graduação;-;-;0,0;0,0;-;4,0;-;5,0;-;5,6;-;6,4;-;7,6;-
Percentual de pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo, no total da população (%) ;Grande Região;Nordeste;Rendimento real domiciliar per capita efetivamente recebido;Menos de 1/2 Salário Mínimo;-;-;0,0;0,0;-;0,9;-;1,0;-;1,3;-;1,5;-;1,8;-
Percentual de pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo, no total da população (%) ;Grande Região;Nordeste;Rendimento real domiciliar per capita efetivamente recebido;1/2 a menos de 1 Salário Mínimo;-;-;0,0;0,0;-;1,5;-;2,0;-;2,3;-;2,9;-;3,3;-
Percentual de pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo, no total da população (%) ;Grande Região;Nordeste;Rendimento real domiciliar per capita efetivamente recebido;1 a menos de 2 Salários Mínimos;-;-;0,0;0,0;-;2,6;-;3,2;-;3,7;-;4,2;-;4,8;-
Percentual de pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo, no total da população (%) ;Grande Região;Nordeste;Rendimento real domiciliar per capita efetivamente recebido;2 a menos de 4 Salários Mínimos;-;-;0,0;0,0;-;3,4;-;4,3;-;4,9;-;5,2;-;6,3;-
Percentual de pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo, no total da população (%) ;Grande Região;Nordeste;Rendimento real domiciliar per capita efetivamente recebido;4 ou mais Salários Mínimos;-;-;0,0;0,0;-;4,1;-;5,8;-;6,2;-;7,0;-;8,2;-
CV - Percentual de pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo, no total da população (%) ;Grande Região;Nordeste;Sexo;Total;-;-;0,0;0,0;-;3,7;-;3,4;-;3,2;-;3,1;-;3,0;-
CV - Percentual de pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo, no total da população (%) ;Grande Região;Nordeste;Sexo;Homem;-;-;0,0;0,0;-;4,7;-;4,3;-;3,9;-;3,8;-;3,7;-
CV - Percentual de pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo, no total da população (%) ;Grande Região;Nordeste;Sexo;Mulher;-;-;0,0;0,0;-;4,1;-;3,8;-;3,6;-;3,4;-;3,3;-
CV - Percentual de pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo, no total da população (%) ;Grande Região;Nordeste;Grupos de Idade;Total;-;-;0,0;0,0;-;3,7;-;3,4;-;3,2;-;3,1;-;3,0;-
CV - Percentual de pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo, no total da população (%) ;Grande Região;Nordeste;Grupos de Idade;0 a 9 anos;-;-;0,0;0,0;-;19,5;-;16,1;-;13,9;-;13,0;-;12,1;-
CV - Percentual de pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo, no total da população (%) ;Grande Região;Nordeste;Grupos de Idade;10 a 19 anos;-;-;0,0;0,0;-;11,9;-;10,4;-;9,9;-;9,2;-;9,4;-
CV - Percentual de pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo, no total da população (%) ;Grande Região;Nordeste;Grupos de Idade;20 a 29 anos;-;-;0,0;0,0;-;7,5;-;6,7;-;6,3;-;5,8;-;5,6;-
CV - Percentual de pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo, no total da população (%) ;Grande Região;Nordeste;Grupos de Idade;30 a 59 anos;-;-;0,0;0,0;-;3,9;-;3,6;-;3,4;-;3,3;-;3,1;-
CV - Percentual de pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo, no total da população (%) ;Grande Região;Nordeste;Grupos de Idade;60 anos ou mais;-;-;0,0;0,0;-;7,9;-;7,0;-;6,2;-;5,9;-;5,7;-
CV - Percentual de pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo, no total da população (%) ;Grande Região;Nordeste;Grupos de Idade 2;Total ;-;-;0,0;0,0;-;3,7;-;3,4;-;3,2;-;3,1;-;3,0;-
CV - Percentual de pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo, no total da população (%) ;Grande Região;Nordeste;Grupos de Idade 2;0 a 59 anos ;-;-;0,0;0,0;-;3,9;-;3,6;-;3,4;-;3,3;-;3,2;-
CV - Percentual de pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo, no total da população (%) ;Grande Região;Nordeste;Grupos de Idade 2;60 anos ou mais ;-;-;0,0;0,0;-;7,9;-;7,0;-;6,2;-;5,9;-;5,7;-
CV - Percentual de pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo, no total da população (%) ;Grande Região;Nordeste;Cor ou Raça;Total4;-;-;0,0;0,0;-;3,7;-;3,4;-;3,2;-;3,1;-;3,0;-
CV - Percentual de pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo, no total da população (%) ;Grande Região;Nordeste;Cor ou Raça;Branca;-;-;0,0;0,0;-;6,2;-;5,6;-;5,1;-;4,9;-;4,6;-
CV - Percentual de pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo, no total da população (%) ;Grande Região;Nordeste;Cor ou Raça;Preta ou parda;-;-;0,0;0,0;-;4,3;-;3,8;-;3,6;-;3,6;-;3,5;-
CV - Percentual de pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo, no total da população (%) ;Grande Região;Nordeste;Nível de instrução;Total;-;-;0,0;0,0;-;3,7;-;3,4;-;3,2;-;3,1;-;3,0;-
CV - Percentual de pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo, no total da população (%) ;Grande Região;Nordeste;Nível de instrução;Sem instrução ao fundamental incompleto;-;-;0,0;0,0;-;6,7;-;5,5;-;5,0;-;4,8;-;4,8;-
CV - Percentual de pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo, no total da população (%) ;Grande Região;Nordeste;Nível de instrução;Fundamental completo ao médio incompleto;-;-;0,0;0,0;-;7,3;-;7,0;-;6,7;-;6,3;-;6,7;-
CV - Percentual de pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo, no total da população (%) ;Grande Região;Nordeste;Nível de instrução;Médio completo ao superior incompleto;-;-;0,0;0,0;-;5,1;-;4,6;-;4,3;-;4,1;-;4,0;-
CV - Percentual de pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo, no total da população (%) ;Grande Região;Nordeste;Nível de instrução;Superior completo ou pós-graduação;-;-;0,0;0,0;-;6,4;-;6,0;-;5,7;-;5,4;-;4,8;-
CV - Percentual de pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo, no total da população (%) ;Grande Região;Nordeste;Rendimento real domiciliar per capita efetivamente recebido;Menos de 1/2 Salário Mínimo;-;-;0,0;0,0;-;8,8;-;7,7;-;7,2;-;6,1;-;6,3;-
CV - Percentual de pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo, no total da população (%) ;Grande Região;Nordeste;Rendimento real domiciliar per capita efetivamente recebido;1/2 a menos de 1 Salário Mínimo;-;-;0,0;0,0;-;6,0;-;5,1;-;5,2;-;5,3;-;5,3;-
CV - Percentual de pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo, no total da população (%) ;Grande Região;Nordeste;Rendimento real domiciliar per capita efetivamente recebido;1 a menos de 2 Salários Mínimos;-;-;0,0;0,0;-;6,7;-;5,9;-;5,5;-;5,2;-;5,2;-
CV - Percentual de pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo, no total da população (%) ;Grande Região;Nordeste;Rendimento real domiciliar per capita efetivamente recebido;2 a menos de 4 Salários Mínimos;-;-;0,0;0,0;-;10,9;-;11,0;-;9,4;-;8,8;-;8,6;-
CV - Percentual de pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo, no total da população (%) ;Grande Região;Nordeste;Rendimento real domiciliar per capita efetivamente recebido;4 ou mais Salários Mínimos;-;-;0,0;0,0;-;14,5;-;12,9;-;12,8;-;11,8;-;10,8;-
Pessoas que fizeram o teste SWAB (mil pessoas);Grande Região;Nordeste;Resultado do teste SWAB;Total;-;-; -   ; -   ;-;  1 016 ;-;  1 372 ;Aumento;  1 701 ;Aumento;  2 006 ;Aumento;  2 376 ;Aumento
Pessoas que fizeram o teste SWAB (mil pessoas);Grande Região;Nordeste;Resultado do teste SWAB;Resultado positivo;-;-; -   ; -   ;-;   310 ;-;   384 ;Aumento;   450 ;Aumento;   525 ;Aumento;   662 ;Aumento
Pessoas que fizeram o teste SWAB (mil pessoas);Grande Região;Nordeste;Resultado do teste SWAB;Resultado negativo;-;-; -   ; -   ;-;   649 ;-;   926 ;Aumento;  1 186 ;Aumento;  1 410 ;Aumento;  1 621 ;Aumento
Pessoas que fizeram o teste SWAB (mil pessoas);Grande Região;Nordeste;Resultado do teste SWAB;Resultado inconclusivo;-;-; -   ; -   ;-;   4 ;-;   7 ;Estável;   13 ;Aumento;   13 ;Estável;   12 ;Estável
Pessoas que fizeram o teste SWAB (mil pessoas);Grande Região;Nordeste;Resultado do teste SWAB;Ainda não recebeu o resultado;-;-; -   ; -   ;-;   52 ;-;   54 ;Estável;   53 ;Estável;   58 ;Estável;   81 ;Aumento
CV - Pessoas que fizeram o teste SWAB (%);Grande Região;Nordeste;Resultado do teste SWAB;Total;-;-;0,0;0,0;-;4,3;-;3,7;-;3,3;-;3,0;-;2,8;-
CV - Pessoas que fizeram o teste SWAB (%);Grande Região;Nordeste;Resultado do teste SWAB;Resultado positivo;-;-;0,0;0,0;-;6,8;-;5,9;-;5,6;-;5,3;-;5,1;-
CV - Pessoas que fizeram o teste SWAB (%);Grande Região;Nordeste;Resultado do teste SWAB;Resultado negativo;-;-;0,0;0,0;-;5,2;-;4,5;-;3,9;-;3,6;-;3,2;-
CV - Pessoas que fizeram o teste SWAB (%);Grande Região;Nordeste;Resultado do teste SWAB;Resultado inconclusivo;-;-;0,0;0,0;-;45,0;-;69,5;-;45,1;-;44,2;-;45,3;-
CV - Pessoas que fizeram o teste SWAB (%);Grande Região;Nordeste;Resultado do teste SWAB;Ainda não recebeu o resultado;-;-;0,0;0,0;-;14,3;-;13,3;-;13,6;-;12,1;-;11,8;-
Distribuição de pessoas que fizeram o teste SWAB segundo o resultado do exame  no total de pessoas que fizeram o teste (%);Grande Região;Nordeste;Resultado do teste SWAB;Total;-;-;0,0;0,0;-;100,0;-;100,0;-;100,0;-;100,0;-;100,0;-
Distribuição de pessoas que fizeram o teste SWAB segundo o resultado do exame  no total de pessoas que fizeram o teste (%);Grande Região;Nordeste;Resultado do teste SWAB;Resultado positivo;-;-;0,0;0,0;-;30,5;-;28,0;Estável;26,4;Estável;26,2;Estável;27,9;Estável
Distribuição de pessoas que fizeram o teste SWAB segundo o resultado do exame  no total de pessoas que fizeram o teste (%);Grande Região;Nordeste;Resultado do teste SWAB;Resultado negativo;-;-;0,0;0,0;-;63,9;-;67,5;Estável;69,7;Estável;70,3;Estável;68,2;Queda
Distribuição de pessoas que fizeram o teste SWAB segundo o resultado do exame  no total de pessoas que fizeram o teste (%);Grande Região;Nordeste;Resultado do teste SWAB;Resultado inconclusivo;-;-;0,0;0,0;-;0,4;-;0,5;Estável;0,7;Estável;0,6;Estável;0,5;Estável
Distribuição de pessoas que fizeram o teste SWAB segundo o resultado do exame  no total de pessoas que fizeram o teste (%);Grande Região;Nordeste;Resultado do teste SWAB;Ainda não recebeu o resultado;-;-;0,0;0,0;-;5,1;-;3,9;Estável;3,1;Estável;2,9;Estável;3,4;Estável
CV - Distribuição de pessoas que fizeram o teste SWAB segundo o resultado do exame  no total de pessoas que fizeram o teste (%);Grande Região;Nordeste;Resultado do teste SWAB;Total;-;-;0,0;0,0;-;0,0;-;0,0;-;0,0;-;0,0;-;0,0;-
CV - Distribuição de pessoas que fizeram o teste SWAB segundo o resultado do exame  no total de pessoas que fizeram o teste (%);Grande Região;Nordeste;Resultado do teste SWAB;Resultado positivo;-;-;0,0;0,0;-;5,5;-;5,0;-;4,7;-;4,5;-;4,1;-
CV - Distribuição de pessoas que fizeram o teste SWAB segundo o resultado do exame  no total de pessoas que fizeram o teste (%);Grande Região;Nordeste;Resultado do teste SWAB;Resultado negativo;-;-;0,0;0,0;-;2,7;-;2,2;-;1,9;-;1,7;-;1,8;-
CV - Distribuição de pessoas que fizeram o teste SWAB segundo o resultado do exame  no total de pessoas que fizeram o teste (%);Grande Região;Nordeste;Resultado do teste SWAB;Resultado inconclusivo;-;-;0,0;0,0;-;45,1;-;69,1;-;44,8;-;44,0;-;45,1;-
CV - Distribuição de pessoas que fizeram o teste SWAB segundo o resultado do exame  no total de pessoas que fizeram o teste (%);Grande Região;Nordeste;Resultado do teste SWAB;Ainda não recebeu o resultado;-;-;0,0;0,0;-;13,9;-;13,2;-;13,4;-;12,1;-;11,5;-
Percentual de pessoas que fizeram o teste SWAB no total da população (%);Grande Região;Nordeste;-;-;-;-;0,0;0,0;-;1,8;-;2,4;Aumento;3,0;Aumento;3,5;Aumento;4,1;Aumento
CV - Percentual de pessoas que fizeram o teste SWAB no total da população (%);Grande Região;Nordeste;-;-;-;-;0,0;0,0;-;4,3;-;3,7;-;3,3;-;3,0;-;2,8;-
Pessoas que fizeram o exame de sangue com furo no dedo (mil pessoas);Grande Região;Nordeste;Resultado do exame de sangue com furo no dedo;Total;-;-; -   ; -   ;-;  1 879 ;-;  2 376 ;Aumento;  2 852 ;Aumento;  3 336 ;Aumento;  3 575 ;Aumento
Pessoas que fizeram o exame de sangue com furo no dedo (mil pessoas);Grande Região;Nordeste;Resultado do exame de sangue com furo no dedo;Resultado positivo;-;-; -   ; -   ;-;   354 ;-;   479 ;Aumento;   556 ;Aumento;   630 ;Aumento;   686 ;Aumento
Pessoas que fizeram o exame de sangue com furo no dedo (mil pessoas);Grande Região;Nordeste;Resultado do exame de sangue com furo no dedo;Resultado negativo;-;-; -   ; -   ;-;  1 500 ;-;  1 875 ;Aumento;  2 276 ;Aumento;  2 688 ;Aumento;  2 865 ;Aumento
Pessoas que fizeram o exame de sangue com furo no dedo (mil pessoas);Grande Região;Nordeste;Resultado do exame de sangue com furo no dedo;Resultado inconclusivo;-;-; -   ; -   ;-;   9 ;-;   8 ;Estável;   9 ;Estável;   13 ;Estável;   13 ;Estável
Pessoas que fizeram o exame de sangue com furo no dedo (mil pessoas);Grande Região;Nordeste;Resultado do exame de sangue com furo no dedo;Ainda não recebeu o resultado;-;-; -   ; -   ;-;   16 ;-;   14 ;Estável;   10 ;Estável;   6 ;Estável;   10 ;Estável
CV - Pessoas que fizeram o exame de sangue com furo no dedo (%);Grande Região;Nordeste;Resultado do exame de sangue com furo no dedo;Total;-;-;0,0;0,0;-;2,8;-;2,7;-;2,4;-;2,4;-;2,2;-
CV - Pessoas que fizeram o exame de sangue com furo no dedo (%);Grande Região;Nordeste;Resultado do exame de sangue com furo no dedo;Resultado positivo;-;-;0,0;0,0;-;5,8;-;5,4;-;4,9;-;4,7;-;4,6;-
CV - Pessoas que fizeram o exame de sangue com furo no dedo (%);Grande Região;Nordeste;Resultado do exame de sangue com furo no dedo;Resultado negativo;-;-;0,0;0,0;-;3,1;-;3,0;-;2,5;-;2,6;-;2,4;-
CV - Pessoas que fizeram o exame de sangue com furo no dedo (%);Grande Região;Nordeste;Resultado do exame de sangue com furo no dedo;Resultado inconclusivo;-;-;0,0;0,0;-;25,7;-;27,0;-;27,3;-;25,8;-;25,7;-
CV - Pessoas que fizeram o exame de sangue com furo no dedo (%);Grande Região;Nordeste;Resultado do exame de sangue com furo no dedo;Ainda não recebeu o resultado;-;-;0,0;0,0;-;21,4;-;25,1;-;25,2;-;30,7;-;28,7;-
Distribuição das Pessoas que fizeram o exame de sangue com furo no dedo no total de pessoas que fizeram esse teste (%);Grande Região;Nordeste;Resultado do exame de sangue com furo no dedo;Total;-;-;0,0;0,0;-;100,0;-;100,0;-;100,0;-;100,0;-;100,0;-
Distribuição das Pessoas que fizeram o exame de sangue com furo no dedo no total de pessoas que fizeram esse teste (%);Grande Região;Nordeste;Resultado do exame de sangue com furo no dedo;Resultado positivo;-;-;0,0;0,0;-;18,9;-;20,2;Estável;19,5;Estável;18,9;Estável;19,2;Estável
Distribuição das Pessoas que fizeram o exame de sangue com furo no dedo no total de pessoas que fizeram esse teste (%);Grande Região;Nordeste;Resultado do exame de sangue com furo no dedo;Resultado negativo;-;-;0,0;0,0;-;79,8;-;78,9;Estável;79,8;Estável;80,6;Estável;80,1;Estável
Distribuição das Pessoas que fizeram o exame de sangue com furo no dedo no total de pessoas que fizeram esse teste (%);Grande Região;Nordeste;Resultado do exame de sangue com furo no dedo;Resultado inconclusivo;-;-;0,0;0,0;-;0,5;-;0,3;Estável;0,3;Estável;0,4;Estável;0,4;Estável
Distribuição das Pessoas que fizeram o exame de sangue com furo no dedo no total de pessoas que fizeram esse teste (%);Grande Região;Nordeste;Resultado do exame de sangue com furo no dedo;Ainda não recebeu o resultado;-;-;0,0;0,0;-;0,9;-;0,6;Estável;0,4;Estável;0,2;Queda;0,3;Estável
CV - Distribuição das Pessoas que fizeram o exame de sangue com furo no dedo no total de pessoas que fizeram esse teste (%);Grande Região;Nordeste;Resultado do exame de sangue com furo no dedo;Total;-;-;0,0;0,0;-;0,0;-;0,0;-;0,0;-;0,0;-;0,0;-
CV - Distribuição das Pessoas que fizeram o exame de sangue com furo no dedo no total de pessoas que fizeram esse teste (%);Grande Região;Nordeste;Resultado do exame de sangue com furo no dedo;Resultado positivo;-;-;0,0;0,0;-;5,1;-;4,7;-;4,2;-;4,1;-;4,0;-
CV - Distribuição das Pessoas que fizeram o exame de sangue com furo no dedo no total de pessoas que fizeram esse teste (%);Grande Região;Nordeste;Resultado do exame de sangue com furo no dedo;Resultado negativo;-;-;0,0;0,0;-;1,2;-;1,2;-;1,0;-;1,0;-;1,0;-
CV - Distribuição das Pessoas que fizeram o exame de sangue com furo no dedo no total de pessoas que fizeram esse teste (%);Grande Região;Nordeste;Resultado do exame de sangue com furo no dedo;Resultado inconclusivo;-;-;0,0;0,0;-;25,7;-;26,9;-;27,2;-;25,8;-;25,6;-
CV - Distribuição das Pessoas que fizeram o exame de sangue com furo no dedo no total de pessoas que fizeram esse teste (%);Grande Região;Nordeste;Resultado do exame de sangue com furo no dedo;Ainda não recebeu o resultado;-;-;0,0;0,0;-;21,3;-;25,1;-;25,2;-;30,7;-;28,7;-
Percentual de pessoas que fizeram o exame de sangue com furo no dedo no total da população (%) ;Grande Região;Nordeste;-;-;-;-;0,0;0,0;-;3,3;-;4,1;Aumento;5,0;Aumento;5,8;Aumento;6,2;Aumento
CV - Percentual de pessoas que fizeram o exame de sangue com furo no dedo no total da população (%) ;Grande Região;Nordeste;-;-;-;-;0,0;0,0;-;2,8;-;2,7;-;2,4;-;2,4;-;2,2;-
Pessoas que fizeram o exame de sangue através da veia do braço (mil pessoas) ;Grande Região;Nordeste;Resultado do exame de sangue através da veia do braço;Total;-;-; -   ; -   ;-;  1 149 ;-;  1 519 ;Aumento;  1 752 ;Aumento;  1 983 ;Aumento;  2 156 ;Aumento
Pessoas que fizeram o exame de sangue através da veia do braço (mil pessoas) ;Grande Região;Nordeste;Resultado do exame de sangue através da veia do braço;Resultado positivo;-;-; -   ; -   ;-;   387 ;-;   480 ;Aumento;   572 ;Aumento;   648 ;Aumento;   715 ;Aumento
Pessoas que fizeram o exame de sangue através da veia do braço (mil pessoas) ;Grande Região;Nordeste;Resultado do exame de sangue através da veia do braço;Resultado negativo;-;-; -   ; -   ;-;   715 ;-;  1 000 ;Aumento;  1 151 ;Aumento;  1 293 ;Aumento;  1 403 ;Aumento
Pessoas que fizeram o exame de sangue através da veia do braço (mil pessoas) ;Grande Região;Nordeste;Resultado do exame de sangue através da veia do braço;Resultado inconclusivo;-;-; -   ; -   ;-;   9 ;-;   12 ;Estável;   12 ;Estável;   16 ;Aumento;   12 ;Estável
Pessoas que fizeram o exame de sangue através da veia do braço (mil pessoas) ;Grande Região;Nordeste;Resultado do exame de sangue através da veia do braço;Ainda não recebeu o resultado;-;-; -   ; -   ;-;   39 ;-;   25 ;Estável;   17 ;Estável;   26 ;Estável;   24 ;Estável
CV - Pessoas que fizeram o exame de sangue através da veia do braço (%) ;Grande Região;Nordeste;Resultado do exame de sangue através da veia do braço;Total;-;-;0,0;0,0;-;3,4;-;3,2;-;2,9;-;2,9;-;2,8;-
CV - Pessoas que fizeram o exame de sangue através da veia do braço (%) ;Grande Região;Nordeste;Resultado do exame de sangue através da veia do braço;Resultado positivo;-;-;0,0;0,0;-;5,5;-;4,8;-;4,9;-;4,7;-;4,8;-
CV - Pessoas que fizeram o exame de sangue através da veia do braço (%) ;Grande Região;Nordeste;Resultado do exame de sangue através da veia do braço;Resultado negativo;-;-;0,0;0,0;-;4,1;-;3,8;-;3,2;-;3,3;-;3,1;-
CV - Pessoas que fizeram o exame de sangue através da veia do braço (%) ;Grande Região;Nordeste;Resultado do exame de sangue através da veia do braço;Resultado inconclusivo;-;-;0,0;0,0;-;24,5;-;49,6;-;47,5;-;36,3;-;45,7;-
CV - Pessoas que fizeram o exame de sangue através da veia do braço (%) ;Grande Região;Nordeste;Resultado do exame de sangue através da veia do braço;Ainda não recebeu o resultado;-;-;0,0;0,0;-;13,9;-;18,2;-;19,7;-;19,1;-;18,0;-
Distribuição de pessoas que fizeram o exame de sangue através da veia do braço (%);Grande Região;Nordeste;Resultado do exame de sangue através da veia do braço;Total;-;-;0,0;0,0;-;100,0;-;100,0;-;100,0;-;100,0;-;100,0;-
Distribuição de pessoas que fizeram o exame de sangue através da veia do braço (%);Grande Região;Nordeste;Resultado do exame de sangue através da veia do braço;Resultado positivo;-;-;0,0;0,0;-;33,6;-;31,6;Estável;32,7;Estável;32,7;Estável;33,2;Estável
Distribuição de pessoas que fizeram o exame de sangue através da veia do braço (%);Grande Região;Nordeste;Resultado do exame de sangue através da veia do braço;Resultado negativo;-;-;0,0;0,0;-;62,2;-;65,8;Aumento;65,7;Estável;65,2;Estável;65,1;Estável
Distribuição de pessoas que fizeram o exame de sangue através da veia do braço (%);Grande Região;Nordeste;Resultado do exame de sangue através da veia do braço;Resultado inconclusivo;-;-;0,0;0,0;-;0,8;-;0,8;Estável;0,7;Estável;0,8;Estável;0,5;Queda
Distribuição de pessoas que fizeram o exame de sangue através da veia do braço (%);Grande Região;Nordeste;Resultado do exame de sangue através da veia do braço;Ainda não recebeu o resultado;-;-;0,0;0,0;-;3,4;-;1,6;Queda;1,0;Queda;1,3;Estável;1,1;Estável
CV - Distribuição de pessoas que fizeram o exame de sangue através da veia do braço (%);Grande Região;Nordeste;Resultado do exame de sangue através da veia do braço;Total;-;-;0,0;0,0;-;0,0;-;0,0;-;0,0;-;0,0;-;0,0;-
CV - Distribuição de pessoas que fizeram o exame de sangue através da veia do braço (%);Grande Região;Nordeste;Resultado do exame de sangue através da veia do braço;Resultado positivo;-;-;0,0;0,0;-;4,2;-;3,8;-;3,6;-;3,5;-;3,5;-
CV - Distribuição de pessoas que fizeram o exame de sangue através da veia do braço (%);Grande Região;Nordeste;Resultado do exame de sangue através da veia do braço;Resultado negativo;-;-;0,0;0,0;-;2,3;-;1,9;-;1,8;-;1,8;-;1,8;-
CV - Distribuição de pessoas que fizeram o exame de sangue através da veia do braço (%);Grande Região;Nordeste;Resultado do exame de sangue através da veia do braço;Resultado inconclusivo;-;-;0,0;0,0;-;24,3;-;49,3;-;47,2;-;36,0;-;45,5;-
CV - Distribuição de pessoas que fizeram o exame de sangue através da veia do braço (%);Grande Região;Nordeste;Resultado do exame de sangue através da veia do braço;Ainda não recebeu o resultado;-;-;0,0;0,0;-;13,8;-;17,9;-;19,7;-;19,1;-;18,0;-
